26880,999,1000,1000,1000,1.8000,0.0010,11.0000,-0.0008,211,212
26890,997,1000,1000,1000,1.8000,0.0010,11.0000,-0.0023,211,212
26900,996,1000,1000,1000,1.8000,0.0010,11.0000,-0.0030,211,212
26910,991,998,999,1000,1.8000,0.0010,11.0000,-0.0070,211,212
26920,996,991,967,986,1.8000,0.0010,11.0000,0.0137,215,208
26930,991,973,746,803,1.8000,0.0010,11.0000,0.2252,232,191
26940,841,739,450,521,1.8000,0.0010,11.0000,0.4896,248,175
26950,722,607,233,311,1.8000,0.0010,11.0000,0.8580,255,131
26960,668,513,101,198,1.8000,0.0010,11.0000,1.2311,255,112
26970,640,416,22,145,1.8000,0.0010,11.0000,1.5364,255,112
26980,614,351,4,154,1.8000,0.0010,11.0000,1.5378,255,112
26990,676,325,26,253,1.8000,0.0010,11.0000,1.2250,255,140
27000,833,373,79,525,1.8000,0.0010,11.0000,0.6729,241,182
27010,710,221,98,565,1.8000,0.0010,11.0000,0.3501,233,190
27020,602,152,154,578,1.8000,0.0010,11.0000,0.0471,212,211
27030,601,131,261,780,1.8000,0.0010,11.0000,-0.3762,171,252
27040,469,88,274,695,1.8000,0.0010,11.0000,-0.5662,168,255
27050,380,65,309,686,1.8000,0.0010,11.0000,-0.8069,152,255
27060,367,60,350,727,1.8000,0.0010,11.0000,-0.9109,128,255
27070,444,79,429,861,1.8000,0.0010,11.0000,-0.8831,150,255
27080,384,69,304,683,1.8000,0.0010,11.0000,-0.7861,167,255
27090,371,74,277,645,1.8000,0.0010,11.0000,-0.7498,147,255
27100,556,101,282,740,1.8000,0.0010,11.0000,-0.4366,209,214
27110,574,149,239,712,1.8000,0.0010,11.0000,-0.3011,210,213
27120,550,127,172,573,1.8000,0.0010,11.0000,-0.0802,200,223
27130,683,174,199,651,1.8000,0.0010,11.0000,0.0416,228,195
27140,704,171,160,636,1.8000,0.0010,11.0000,0.1287,210,213
27151,625,177,127,524,1.8000,0.0010,11.0000,0.2429,237,186
27161,666,144,195,622,1.8000,0.0010,11.0000,0.0498,203,220
27171,766,157,283,780,1.8000,0.0010,11.0000,-0.0846,197,226
27181,606,122,341,731,1.8000,0.0010,11.0000,-0.3300,178,245
27191,616,127,375,815,1.8000,0.0010,11.0000,-0.4371,163,255
27201,469,96,384,798,1.8000,0.0010,11.0000,-0.7298,156,255
27211,380,74,456,878,1.8000,0.0010,11.0000,-1.0492,129,255
27221,349,69,450,891,1.8000,0.0010,11.0000,-1.1410,119,255
27231,374,53,361,786,1.8000,0.0010,11.0000,-0.9809,156,255
27241,475,96,341,826,1.8000,0.0010,11.0000,-0.7468,182,241
27251,576,101,321,812,1.8000,0.0010,11.0000,-0.5127,204,219
27261,702,160,247,820,1.8000,0.0010,11.0000,-0.2286,214,209
27271,671,158,151,663,1.8000,0.0010,11.0000,0.0189,220,203
27281,688,221,120,542,1.8000,0.0010,11.0000,0.3431,235,188
27291,875,300,114,610,1.8000,0.0010,11.0000,0.5166,255,164
27301,700,251,56,422,1.8000,0.0010,11.0000,0.7201,249,174
27311,653,270,56,342,1.8000,0.0010,11.0000,0.8683,255,157
27321,671,314,48,320,1.8000,0.0010,11.0000,0.9749,255,132
27331,730,335,48,363,1.8000,0.0010,11.0000,0.9404,255,122
27341,886,360,70,515,1.8000,0.0010,11.0000,0.7662,252,171
27351,901,308,107,561,1.8000,0.0010,11.0000,0.6505,246,177
27361,821,288,101,591,1.8000,0.0010,11.0000,0.4870,239,184
27371,766,261,106,605,1.8000,0.0010,11.0000,0.3671,203,220
27381,757,217,146,709,1.8000,0.0010,11.0000,0.1176,210,213
27391,687,179,212,802,1.8000,0.0010,11.0000,-0.2011,162,255
27401,591,149,259,732,1.8000,0.0010,11.0000,-0.3079,170,253
27411,516,100,304,780,1.8000,0.0010,11.0000,-0.5859,164,255
27421,496,106,325,819,1.8000,0.0010,11.0000,-0.6804,162,255
27431,487,75,348,792,1.8000,0.0010,11.0000,-0.6980,157,255
